Key,Date,Volume,Disc,max_T,min_T,avg_T,precipitation,Consumer_Price_Index_month,Exchange_Rate_Index_Period_Average_month,Exchange_Rate_LCU_per_US_Period_Average_month,Industrial_Production_Index_month,Wholesale_Producer_Price_Index_LCU_basus_month,Nominal_Consumption_Total_lcu_quarter,Nominal_Consumption_Total_US_quarter,Nominal_GDP_lcu_quarter,Nominal_GDP_US_quarter,Nominal_Private_Consumption_lcu_quarter,Nominal_Private_Consumption_US_quarter,Real_Consumption_Total_lcu_quarter,Real_Consumption_Total_US_quarter,Real_GDP_lcu_quarter,Real_GDP_US_quarter,Real_Private_Consumption_lcu_quarter,Real_Private_Consumption_US_quarter,Unemployment_Rate_quarter,Disposable_Personal_Income_lcu_annual,Disposable_personal_income_real_lcu_annual,Disposable_Personal_Income_US_annual,Employment_Total_annual,Index_Unit_Labor_Costs_LCU_basis_annual,Index_Unit_Labor_Costs_US_basis_annual,Index_wages_straight_time_LCU_basis_annual,Index_wages_straight_time_US_basis_annual,Nominal_GDP_per_employee_annual,Nominal_Consumption_Per_Capita_US_annual,Nominal_GDP_Per_Capita_lcu_annual,Nominal_Indirect_Taxes_Minus_Subsidies_lcu_annual,Nominal_Indirect_Taxes_Minus_Subsidies_US_annual,Number_of_households_annual,Participation_Rate_annual,Population_Age_Bracket_15_64_annual,Population_Total_annual,Population_Urban_annual,Price_of_Crude_Oil_LCU_basis_annual,Real_GDP_Per_Capita_lcu_annual,Real_Indirect_Taxes_Minus_Subsidies_lcu_annual,Real_Price_of_Crude_Oil_LCU_basis_annual,Real_Price_of_Crude_Oil_US_basis_annual,Share_of_Population_Urban_annual,Tax_Rate_Overall_Taxes_annual,Tax_Rate_Personal_Income_Taxes_annual,Terms_of_Trade_annual,Unemployment_annual,Wages_and_Salaries_Gross_lcu_annual,Wages_and_Salaries_Gross_US_annual,Working_Age_Population_annual,Index_Retail_Sales_Real_month,Real_GDP_at_Factor_Cost_Services_lcu_annual,PMI,Inflation_Rate,Selling_days_ratio,Selling_days,Selling_days_Quarter,Selling_days_Half,Selling_days_9,Selling_days_17,Holidays,Holidays_9,Holidays_17,Sales_Package,Marketing_Package,Month,Month1,Month2,Month3,Month4,Month5,Month6,Month7,Month8,Month9,Month10,Month11,Month12,Growth_rate
B,2016-01-01T00:00:00Z,754534.277719999,131081799.206244,42.6442743343783,27.5440055543649,35.0925364552859,2.74571587103814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49.4,1.8,0.806451612903226,25,72,144,25,25,6,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
C,2016-01-01T00:00:00Z,1341074.52555999,118937814.578764,42.6442743343783,27.5440055543649,35.0925364552859,2.74571587103814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49.4,1.8,0.806451612903226,25,72,144,25,25,6,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
D,2016-01-01T00:00:00Z,636580.339159998,84684737.8608549,42.6442743343783,27.5440055543649,35.0925364552859,2.74571587103814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49.4,1.8,0.806451612903226,25,72,144,25,25,6,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
E,2016-01-01T00:00:00Z,33926.2600000001,7140205.23501,42.6442743343783,27.5440055543649,35.0925364552859,2.74571587103814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49.4,1.8,0.806451612903226,25,72,144,25,25,6,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
J,2016-01-01T00:00:00Z,19827.1492399999,4770844.18013,42.6442743343783,27.5440055543649,35.0925364552859,2.74571587103814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49.4,1.8,0.806451612903226,25,72,144,25,25,6,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
F,2016-01-01T00:00:00Z,1048312.10463996,115405289.787255,42.6442743343783,27.5440055543649,35.0925364552859,2.74571587103814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49.4,1.8,0.806451612903226,25,72,144,25,25,6,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
G,2016-01-01T00:00:00Z,741616.389000001,-12516236.45869,42.6442743343783,27.5440055543649,35.0925364552859,2.74571587103814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49.4,1.8,0.806451612903226,25,72,144,25,25,6,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
K,2016-01-01T00:00:00Z,17.885,-3.744122,42.6442743343783,27.5440055543649,35.0925364552859,2.74571587103814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49.4,1.8,0.806451612903226,25,72,144,25,25,6,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A,2016-02-01T00:00:00Z,1094560.8202,409069015.02828,50.6304612375825,31.4805096780777,41.0539229750931,1.10061588398814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49,2.3,0.689655172413793,20,72,144,20,20,9,9,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
I,2016-02-01T00:00:00Z,166363.20428,19370348.504837,50.6304612375825,31.4805096780777,41.0539229750931,1.10061588398814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49,2.3,0.689655172413793,20,72,144,20,20,9,9,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
H,2016-02-01T00:00:00Z,263007.374,35051970.823181,50.6304612375825,31.4805096780777,41.0539229750931,1.10061588398814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49,2.3,0.689655172413793,20,72,144,20,20,9,9,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
B,2016-02-01T00:00:00Z,448055.392880001,93693335.1006349,50.6304612375825,31.4805096780777,41.0539229750931,1.10061588398814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49,2.3,0.689655172413793,20,72,144,20,20,9,9,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
C,2016-02-01T00:00:00Z,850956.74936,78042056.6502551,50.6304612375825,31.4805096780777,41.0539229750931,1.10061588398814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49,2.3,0.689655172413793,20,72,144,20,20,9,9,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
D,2016-02-01T00:00:00Z,280497.277,44669165.617558,50.6304612375825,31.4805096780777,41.0539229750931,1.10061588398814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49,2.3,0.689655172413793,20,72,144,20,20,9,9,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
E,2016-02-01T00:00:00Z,40970.3694000001,6044437.636626,50.6304612375825,31.4805096780777,41.0539229750931,1.10061588398814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49,2.3,0.689655172413793,20,72,144,20,20,9,9,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
J,2016-02-01T00:00:00Z,5673.08535999997,2114634.167025,50.6304612375825,31.4805096780777,41.0539229750931,1.10061588398814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49,2.3,0.689655172413793,20,72,144,20,20,9,9,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
F,2016-02-01T00:00:00Z,647800.077520014,53930667.4928976,50.6304612375825,31.4805096780777,41.0539229750931,1.10061588398814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49,2.3,0.689655172413793,20,72,144,20,20,9,9,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
G,2016-02-01T00:00:00Z,337136.714,-1233613.848392,50.6304612375825,31.4805096780777,41.0539229750931,1.10061588398814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49,2.3,0.689655172413793,20,72,144,20,20,9,9,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
K,2016-02-01T00:00:00Z,9.936,-1.965512,50.6304612375825,31.4805096780777,41.0539229750931,1.10061588398814,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,49,2.3,0.689655172413793,20,72,144,20,20,9,9,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
A,2016-03-01T00:00:00Z,1273194.98816,398772655.658412,61.0969312109027,42.4547237485205,51.7745567313342,2.27958684339915,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.2,2.3,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
I,2016-03-01T00:00:00Z,334339.01228,35537255.699695,61.0969312109027,42.4547237485205,51.7745567313342,2.27958684339915,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.2,2.3,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
H,2016-03-01T00:00:00Z,277081.19,45074804.0648738,61.0969312109027,42.4547237485205,51.7745567313342,2.27958684339915,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.2,2.3,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
B,2016-03-01T00:00:00Z,605301.953319999,106578999.417583,61.0969312109027,42.4547237485205,51.7745567313342,2.27958684339915,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.2,2.3,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
C,2016-03-01T00:00:00Z,1062971.82812,90409209.3968542,61.0969312109027,42.4547237485205,51.7745567313342,2.27958684339915,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.2,2.3,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
D,2016-03-01T00:00:00Z,361979.48816,49161757.4460021,61.0969312109027,42.4547237485205,51.7745567313342,2.27958684339915,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.2,2.3,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
E,2016-03-01T00:00:00Z,44524.75692,7114738.363781,61.0969312109027,42.4547237485205,51.7745567313342,2.27958684339915,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.2,2.3,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
J,2016-03-01T00:00:00Z,11065.4464,4663287.189192,61.0969312109027,42.4547237485205,51.7745567313342,2.27958684339915,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.2,2.3,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
F,2016-03-01T00:00:00Z,909575.203639939,78915151.9479569,61.0969312109027,42.4547237485205,51.7745567313342,2.27958684339915,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.2,2.3,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
G,2016-03-01T00:00:00Z,551379.133,2999928.199275,61.0969312109027,42.4547237485205,51.7745567313342,2.27958684339915,85.4585,108.6444,6.8277,58.7934,103.0408,38504.1239,5884.243,71907.2404,10988.9444,28278.3126,4321.5232,31794.673,6071.2395,62810.7981,11416.0254,23343.3874,4457.4541,3.6927,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.2,2.3,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
A,2016-04-01T00:00:00Z,1361665.149,427736854.606559,72.1234779733456,54.350191765825,63.2353195897528,4.67903243364638,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2.3,0.766666666666667,23,72,144,23,23,7,7,7,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
I,2016-04-01T00:00:00Z,182070,18268116.622059,72.1234779733456,54.350191765825,63.2353195897528,4.67903243364638,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2.3,0.766666666666667,23,72,144,23,23,7,7,7,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
H,2016-04-01T00:00:00Z,278088.807,31825411.1110286,72.1234779733456,54.350191765825,63.2353195897528,4.67903243364638,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2.3,0.766666666666667,23,72,144,23,23,7,7,7,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
L,2016-04-01T00:00:00Z,109.44,15158.072516,72.1234779733456,54.350191765825,63.2353195897528,4.67903243364638,85.4585,108.6444,6.8277,58.7934,103.0408,39554.0392,6053.7104,73653.2965,11272.5712,29055.0941,4446.8562,32466.554,6199.5362,63878.1366,11610.0169,23842.5749,4552.7747,3.8283,33616.2463,27564.391,5059.7441,776.03,100.3378,94.9101,109.0954,103.1939,14476.7011,3123.4796,52784.2327,0,0,446.1478,0.71,1020.9826,1414.0494,802.275,293.9514,45571.2173,0,253.7827,46.1257,56.736,16.7933,0.1447,99.4744,30.91,68993,10384.4708,1020.9826,55.4772,29700.8206,50.1,2.3,0.766666666666667,23,72,144,23,23,7,7,7,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
